1585296676.952433, 14.2757, 13.04, -1.08035
1585296677.052518, 14.1557, 13.1635, -1.04905
1585296677.152596, 13.9799, 13.3118, -0.984691
1585296677.252711, 13.7676, 13.4941, -0.892977
1585296677.352838, 13.5889, 13.6959, -0.795068
1585296677.452924, 13.4559, 13.8678, -0.863698
1585296677.552986, 13.278, 14.0174, -1.09747
1585296677.653052, 13.1044, 14.1803, -1.37704
1585296677.753179, 12.971, 14.2823, -1.61705
1585296677.853236, 12.8659, 14.3755, -1.61015
1585296677.953302, 12.6271, 14.591, -1.39957
1585296678.053414, 12.2216, 14.8859, -1.12258
1585296678.153460, 11.6744, 15.3596, -0.933416
1585296678.253580, 11.1355, 15.7949, -0.913929
1585296678.353622, 10.6335, 16.138, -0.948812
1585296678.453732, 10.2691, 16.3711, -0.968121
1585296678.553808, 9.97561, 16.553, -0.982613
1585296678.653908, 9.8234, 16.6342, -0.853408
1585296678.753973, 9.72827, 16.6856, -0.744544
1585296678.854084, 9.61705, 16.7554, -0.709359
1585296678.954147, 9.63899, 16.7513, -0.642179
1585296679.054288, 9.55928, 16.7987, -0.685985
1585296679.154333, 9.47561, 16.8503, -0.727198
1585296679.254422, 9.29234, 16.9561, -0.664141
1585296679.354510, 8.97683, 17.1423, -0.601425
1585296679.454623, 8.57952, 17.3318, -0.594053
1585296679.554690, 8.13015, 17.5301, -0.537767
1585296679.654770, 7.47666, 17.7517, -0.472022
1585296679.754847, 6.84453, 18.0392, -0.408395
1585296679.854969, 6.3582, 18.2651, -0.404734
1585296679.955033, 5.98232, 18.3844, -0.394152
1585296680.055143, 5.63999, 18.4936, -0.374847
1585296680.155187, 5.33147, 18.5806, -0.376739
1585296680.255256, 5.04534, 18.6465, -0.359749
1585296680.355367, 4.80878, 18.7038, -0.34349
1585296680.455472, 4.5839, 18.737, -0.371822
1585296680.555555, 4.3593, 18.801, -0.360593
1585296680.655670, 4.22408, 18.8501, -0.364583
1585296680.755732, 4.13497, 18.8771, -0.351263
1585296680.855836, 4.04608, 18.9008, -0.326116
1585296680.955965, 3.93299, 18.9244, -0.278851
1585296681.056000, 3.81994, 18.9393, -0.253767
1585296681.156083, 3.74379, 18.9524, -0.239555
1585296681.256146, 3.68353, 18.9615, -0.233187
1585296681.356235, 3.61496, 18.9781, -0.239979
1585296681.456314, 3.60394, 18.9808, -0.248382
1585296681.556394, 3.61485, 18.9784, -0.29334
1585296681.656478, 3.66915, 18.9697, -0.332446
1585296681.756580, 3.75419, 18.9535, -0.386912
1585296681.856691, 3.87869, 18.9327, -0.433763
1585296681.956779, 4.04853, 18.9072, -0.48057
1585296682.056814, 4.3029, 18.8701, -0.535142
1585296682.156925, 4.62199, 18.8094, -0.569611
1585296682.257026, 4.96909, 18.6936, -0.55034
1585296682.357092, 5.30987, 18.57, -0.532984
1585296682.457196, 5.62522, 18.4788, -0.500915
1585296682.557352, 5.93441, 18.3789, -0.447612
1585296682.657389, 6.21976, 18.284, -0.414024
1585296682.757461, 6.4935, 18.1953, -0.407248
1585296682.857533, 6.7979, 18.1146, -0.415692
1585296682.957642, 7.18386, 17.9841, -0.428874
1585296683.057690, 7.58685, 17.7964, -0.406625
1585296683.157812, 7.94053, 17.6028, -0.382542
1585296683.257852, 8.21312, 17.4793, -0.356625
1585296683.357985, 8.47074, 17.3581, -0.33187
1585296683.458035, 8.71215, 17.2439, -0.32544
1585296683.558125, 8.96108, 17.122, -0.334936
1585296683.658202, 9.11859, 17.0485, -0.274996
1585296683.758291, 9.26845, 16.9711, -0.213015
1585296683.858424, 9.40525, 16.897, -0.180862
1585296683.958444, 9.63661, 16.7378, -0.208475
1585296684.058579, 9.90267, 16.5794, -0.218921
1585296684.158719, 10.1911, 16.3999, -0.199684
1585296684.258733, 10.4709, 16.2324, -0.233001
1585296684.358829, 10.7219, 16.0841, -0.376046
1585296684.458959, 10.9599, 15.9244, -0.553542
1585296684.558984, 11.2282, 15.7643, -0.772634
1585296684.659073, 11.5441, 15.5754, -0.888261
1585296684.759198, 11.8825, 15.2862, -0.758333
1585296684.859252, 12.2772, 14.9145, -0.726898
1585296684.959384, 12.6865, 14.5416, -0.759729
1585296685.059429, 13.1074, 14.1645, -0.769135
1585296685.159545, 13.4597, 13.8277, -0.793837
1585296685.259619, 13.7987, 13.4958, -0.869903
1585296685.359708, 14.1142, 13.1675, -0.954602
1585296685.459803, 14.5048, 12.795, -1.01634
1585296685.559812, 14.8964, 12.3609, -0.88791
1585296685.659969, 15.2549, 11.8344, -0.841362
1585296685.760112, 15.6416, 11.2914, -0.923017
1585296685.860106, 16.0592, 10.6852, -0.97654
1585296685.960216, 16.4126, 10.1198, -1.00927
1585296686.060286, 16.7292, 9.58515, -1.07054
1585296686.160372, 17.0128, 9.13922, -1.01382
1585296686.260478, 17.3024, 8.65342, -0.940495
1585296686.360543, 17.5679, 8.20358, -0.755235
1585296686.460637, 17.7912, 7.63611, -0.757844
1585296686.560714, 18.0061, 6.96185, -0.95312
1585296686.660814, 18.2465, 6.22753, -1.16488
1585296686.760900, 18.4291, 5.58541, -1.31917
1585296686.860982, 18.6396, 4.85993, -1.45637
1585296686.961042, 18.8065, 4.26334, -1.5517
1585296687.061226, 18.9532, 3.73917, -1.61445
1585296687.161229, 19.0667, 3.31967, -1.73192
1585296687.261320, 19.1687, 2.71077, -1.66271
1585296687.361544, 19.1862, 1.99043, -1.55207
1585296687.461487, 19.2163, 1.39977, -1.54422
1585296687.561581, 19.2533, 0.940187, -1.49228
1585296687.661709, 19.2722, 0.610869, -1.45218
1585296687.761760, 19.2838, 0.314923, -1.43463
1585296687.861831, 19.3121, 0.00470176, -1.37295
1585296687.961926, 19.313, -0.232631, -1.4256
1585296688.062024, 19.3119, -0.295402, -1.44302
1585296688.162104, 19.3119, -0.331471, -1.40418
1585296688.262191, 19.3106, -0.347936, -1.36669
1585296688.362267, 19.3164, -0.291604, -1.3491
1585296688.462339, 19.3213, -0.186294, -1.34997
1585296688.562437, 19.3286, 0.0338398, -1.38844
1585296688.662616, 19.316, 0.413786, -1.39953
1585296688.762628, 19.275, 0.965843, -1.43924
1585296688.862715, 19.0441, 1.94039, -1.52509
1585296688.962873, 18.9964, 3.22999, -1.61922
1585296689.062874, 18.8579, 4.11581, -1.55285
1585296689.162947, 18.6964, 4.80547, -1.45104
1585296689.263055, 18.5154, 5.47072, -1.31831
1585296689.363133, 18.3254, 6.04901, -1.15976
1585296689.463206, 18.0815, 6.70641, -1.21695
1585296689.563319, 17.7798, 7.41531, -1.33574
1585296689.663410, 17.3828, 8.23077, -1.44077
1585296689.763474, 16.6267, 9.61368, -1.51095
1585296689.863556, 16.2376, 10.3049, -1.54123
1585296689.963651, 15.8747, 10.8587, -1.57387
1585296690.063713, 15.45, 11.4399, -1.64891
1585296690.163852, 14.9831, 12.0219, -1.58484
1585296690.263964, 14.4434, 12.6405, -1.6507
1585296690.363995, 13.885, 13.2243, -1.69929
1585296690.464080, 13.1403, 13.9271, -1.65875
1585296690.564173, 11.9186, 15.0072, -1.42058
1585296690.664250, 11.3116, 15.5071, -1.20471
1585296690.764346, 10.8092, 15.8715, -1.0152
1585296690.864413, 10.295, 16.2073, -0.798754
1585296690.964536, 9.73881, 16.5423, -0.702484
1585296691.064584, 9.14899, 16.8576, -0.729198
1585296691.164699, 8.50288, 17.1697, -0.799748
1585296691.264781, 7.39697, 17.5616, -0.888967
1585296691.364830, 6.70784, 17.9428, -0.836358
1585296691.464941, 6.26747, 18.1602, -0.756461
1585296691.565037, 5.87219, 18.3041, -0.65956
1585296691.665112, 5.59536, 18.393, -0.461789
1585296691.765195, 5.10572, 18.5471, -0.383107
1585296691.865414, 4.47721, 18.6936, -0.292506
1585296691.965360, 3.78655, 18.8195, -0.338292
1585296692.065469, 2.85897, 18.916, -0.358567
1585296692.165643, 2.16922, 19.0869, -0.28411
1585296692.265654, 1.65002, 19.1819, -0.187121
1585296692.365725, 1.23907, 19.2216, -0.0968196
1585296692.465803, 0.862614, 19.2385, -0.0389695
1585296692.565901, 0.59002, 19.232, 0.0149926
1585296692.665966, 0.512255, 19.2212, 0.060703
1585296692.766078, 0.4373, 19.2262, 0.0579957
1585296692.866168, 0.365563, 19.2238, 0.0566393
1585296692.966257, 0.35085, 19.2303, 0.0269638
1585296693.066335, 0.448281, 19.2245, -0.00875187
1585296693.166403, 0.548487, 19.2217, -0.0568742
1585296693.266488, 0.859084, 19.2033, -0.131709
1585296693.366596, 1.27583, 19.1733, -0.185897
1585296693.466706, 1.84925, 19.1369, -0.278829
1585296693.566740, 2.56656, 19.0702, -0.372214
1585296693.666842, 3.52265, 18.9606, -0.453053
1585296693.766982, 4.8799, 18.6009, -0.505108
1585296693.866994, 5.44763, 18.4035, -0.537848
1585296693.967078, 5.96025, 18.2384, -0.633133
1585296694.067183, 6.46385, 18.0667, -0.812319
1585296694.167257, 7.0508, 17.8358, -0.91608
1585296694.267350, 7.7524, 17.556, -0.845705
1585296694.367464, 8.51793, 17.2015, -0.7883
1585296694.467548, 9.39676, 16.756, -0.822542
1585296694.567636, 10.6993, 16.0252, -0.886044
1585296694.667697, 11.2497, 15.5867, -0.882487
1585296694.767763, 11.7205, 15.198, -0.928893
1585296694.867866, 12.1879, 14.812, -1.06524
1585296694.967964, 12.6594, 14.4137, -1.23503
1585296695.068161, 13.2111, 13.9141, -1.31628
1585296695.168140, 13.8183, 13.3238, -1.32801
1585296695.268208, 14.4873, 12.5782, -1.3677
1585296695.368414, 15.2024, 11.7419, -1.42304
1585296695.468378, 15.9274, 10.862, -1.43515
1585296695.568481, 16.2381, 10.3276, -1.35889
1585296695.668557, 16.4991, 9.86175, -1.40318
1585296695.768639, 16.7354, 9.45788, -1.53063
1585296695.868749, 17.0081, 8.96376, -1.57922
1585296695.968831, 17.3103, 8.3864, -1.54783
